Id_studenta,Imie,Nazwisko,Uczelnia,Miejsce_zam,Rok_studiow,Dochod_na_osobe,,,miasta,
1602,Waclawa,Borkowska,Politechnika Krolewska,Szczyrk,I,1683,,,Szczyrk,
1603,Adrian,Melnik,Politechnika Informatyczno-Elektroniczna,Ogrodzieniec,I,424,,,Ogrodzieniec,
1604,Anna,Czernicka,Politechnika Informatyczno-Elektroniczna,Hrebenne,I,2437,,,Hrebenne,
1605,Czeslaw,Balonski,Akademia Sztuk Pieknych,Mikolow,I,629,,,Mikolow,
1606,Agnieszka,Banczak,Politechnika Krolewska,Debica,I,2368,,,Debica,
1607,Oskar,Piekarski,Politechnika Krolewska,Pilica,II,401,,,Pilica,
1608,Wieslaw,Mazurek,Politechnika Krolewska,Radom,II,2574,,,Radom,
1609,Walenty,Mondkiewicz,Politechnika Krolewska,Nowy Sacz,III,1793,,,Nowy Sacz,
1610,Mateusz,Felerski,Uniwersytet Krolewski,Gubin,I,2355,,,Gubin,
1611,Roza,Zawodna,Uniwersytet Pedagogiczny,Gostyn,III,2291,,,Gostyn,
1612,Wladyslawa,Bijak,Politechnika Informatyczno-Elektroniczna,Wadowice,V,1271,,,Wadowice,
1613,Bozena,Chechelska,Uniwersytet Krolewski,Katowice,I,870,,,Katowice,
1614,Adam,Sasimski,Uniwersytet Pedagogiczny,Siewierz,I,2957,,,Siewierz,
1615,Julianna,Abacka,Politechnika Krolewska,Julianka,IV,2583,,,Julianka,
1616,Krzysztof,Chojnacki,Uniwersytet Krolewski,Trzebinia,I,2422,,,Trzebinia,
